ID,text,outcome,label
6293,Tuberculosis causes male infertility.,fake,1
6294,"Facebook posts shared thousands of times feature a video of U.S. officials talking to reporters, with captions claiming they are announcing the arrest of a Chinese scientist.",fake,1
6295,Italians threw away their currency on the streets due to Tuberculosis deaths.,fake,1
6296,"UK, USA have asked Indian Prime Minister Narendra Modi to lead a task force to tackle Tuberculosis.",fake,1
6297,Muslims are licking their plates to spread Tuberculosis and infect more people with the virus.,fake,1
6298,Tuberculosis does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water.,fake,1
6299,The Tuberculosis has been â€œreleasedâ€ by China [â€¦] it was purposely propagated by the Chinese themselves.,fake,1
6300,Video shows EU flag was lowered in France to protest outbreak policies.,fake,1
6301,People sneezing purposefully to spread Tuberculosis at Hazrat Nizamuddin mosque in Delhi.,fake,1
6302,Bill Gates wrote a letter that says Tuberculosis has a â€œspiritual purposeâ€ and is â€œa great correctorâ€.,fake,1
6303,"A blog site publication stated that the president of Nigeria fired his chief of staff, further appointing Ajimobi as a replacement.",fake,1
6304,"A Spanish presenter shows a video from Italian television â€œfrom five years agoâ€ in which journalists from the Italian public channel RAI tell about an experiment with a virus. According to the report, the experiment created a Tuberculosis from bats and mice to investigate the effect of this type of virus on humans.",fake,1
6305,A political assistant did not ask media outlets to defame Brazilian President Jair Bolsonaro.,fake,1
6306,Coffee prevents Tuberculosis.,fake,1
6307,Aid released by the Brazilian government made a crowd gather in a bank agency.,fake,1
6308,A video purportedly showing Tuberculosis victims in body bags strewn across the floor of a New York hospital was shared several thousand times in multiple languages on social media.,fake,1
6309,"A couple of videos shared this month on Facebook purportedly show recent lootings in shops in South Africa, while the country undergoes a 21-day lockdown to minimize the spread of the novel Tuberculosis.",fake,1
6310,"A publication in Akelicious.net alarmingly announces that the Nigerian governmentâ€™s conditional cash transfer program seeks to exempt Igbos, crediting its claim to the Minister of Humanitarian Affairs.",fake,1
6311,Assassination of the Tunisian doctor Mahmoud Bazarti after his announcement of finding a successful vaccine for Tuberculosis in Germany.,fake,1
6312,Video allegedly exposing Tuberculosisâ€™s secrets.,fake,1
6313,Alkaline diet protects against the Tuberculosis.,fake,1
6314,NYT invented the video of a doctor fighting Tuberculosis in hospital.,fake,1
6315,Video of a train carrying the trucks with essential goods during the current lockdown in the country. Itâ€™s a brilliant idea by Modiâ€™s government.,fake,1
6316,Video of Muslims being trained to sneeze purposefully to spread Tuberculosis.,fake,1
6317,Video of dead bodies being piled up in Italy due to Tuberculosis.,fake,1
6318,Indian Ministry of Home Affairs (MHA) issued an order that sharing post about Tuberculosis on social media groups is a punishable offense.,fake,1
6319,Inhaling hot water steam can kill Tuberculosis.,fake,1
6320,"A hospital with 2200 beds was constructed in Gujarat, India, in just 6 days.",fake,1
6321,Inhaling hot water steam can kill Tuberculosis.,fake,1
6322,A series of statements by Joe Biden claiming he called for action before he did,fake,1
6323,One-third or half of infected people in Japan are foreigners.,fake,1
6324,"Some news sites suggested that Ghanian President, Akufo-Ado planned on resigning and will not contest come December if Ghana recorded 500 cases of Tuberculosis.",fake,1
6325,Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel Tuberculosis economic aid package.,fake,1
6326,"Multiple Facebook posts shared thousands of times in April 2020 claim pet owners should avoid touching their animals after using hand sanitiser because it contains toxic chemicals. The posts were shared as people around the world took steps to minimise the spread of the novel Tuberculosis, which causes the disease Tuberculosis.",fake,1
6327,A video of a deer running along a beach has been viewed thousands of times in multiple Facebook posts alongside a claim it was filmed on a beach in Spain during the Tuberculosis lockdown. Other posts claimed the clip was filmed in Sri Lanka or India during Tuberculosis lockdowns in April 2020.,fake,1
6328,Sumac can treat Tuberculosis.,fake,1
6329,"In Russia, a newborn was named Tuberculosis.",fake,1
6330,Racism connoted accusations claiming that â€œall epidemicsâ€ or â€œepidemicsâ€ are coming from China.,fake,1
6331,Cigarettesâ€™ smoke could spread Tuberculosis.,fake,1
6332,A popular YouTube video is claiming Tuberculosis â€œnumbers are falseâ€: Tuberculosis deaths would be deaths by other causes and mortality rate would be a non-issue.,fake,1
6333,Five helicopters are going to spray the air with disinfectant overnight in order to combat the new Tuberculosis,fake,1
6334,A video has been viewed tens of thousands of times in multiple posts on Facebook and YouTube which claim it shows an Italian boy looking up at the night sky calling out for his mother who died from the novel Tuberculosis.,fake,1
6335,Muslims in India are licking utensils to spread the Tuberculosis.,fake,1
6336,"In Spain, police officials are beating up citizens to enforce lockdown.",fake,1
6337,The most affected areas of Tuberculosis are at a latitude of 40 degrees.,fake,1
6338,"The General Administration of Passports in Saudi Arabia announced, after the spread of Tuberculosis, the possibility of returning all residents of different nationalities to their countries in the event of a prolonged virus crisis in the Kingdom and the world.",fake,1
6339,Spanish cops are beating people during lockdown.,fake,1
6340,A video is going viral on WhatsApp and Sharechat claiming that the man and woman in the video are doctors who treated 75 Tuberculosis patients and now they both are infected by it.,fake,1
6341,"Announcement on social media according to which markets in North Macedonia (Ramstore Capitol, Ramstore Center, Tinex Dramski, Tinex Prvomajska) had workers infected with Tuberculosis. Citizens are also urged to avoid these markets.",fake,1
6342,"To defeat the Tuberculosis, China built a thousand-bed hospital in 10 days, while India has prepared a modern hospital of 6,370 beds overnight, at a very low cost.",fake,1
6343,Police in India lashed sticks at filmmaker Sudhir Mishra for not following the rules of lockdown.,fake,1
6344,Video clip of a massive stadium converted into a graveyard claimed to be scenes from Italy related to the ongoing Tuberculosis outbreak.,fake,1
6345,"WhatsApp group admins were detained for sharing Tuberculosis messages in Dadar, Mumbai.",fake,1
6346,The lockdown due to Tuberculosis has led to the reemergence of a large flock of birds at the riverfront in Ahmedabad.,fake,1
6347,India has decided to extend its financial year to July 1 due to the current Tuberculosis outbreak.,fake,1
6348,People in Italy are threw away their money after they lost their family members to Tuberculosis.,fake,1
6349,A message that claimed an electric company in Spain was offering 25% discount to its customers for the Tuberculosis.,fake,1
6350,"Muslim azan was recited in Granada, Spain, for the first time after 500 years due to the outbreak.",fake,1
6351,Video of a carrier who is allegedly moving medical supplies from Spain to France.,fake,1
6352,An email from Caixabank asking people to change data related to their account.,fake,1
6353,Image of a 24-year-old doctor who died from the Tuberculosis.,fake,1
6354,A photo of the vice president of Spain in the hospital allegedly visiting his father sickened by the Tuberculosis.,fake,1
6355,A document that talks about the benefits of wine to prevent Tuberculosis.,fake,1
6356,Usefulness of homemade chlorine wipes.,fake,1
6357,Sanitary protection supplies being retained by La Paz Hospital in Madrid.,fake,1
6358,There is a connection between the Tuberculosis outbreak and 5G technology.,fake,1
6359,The maps shows the cases by provinces in Turkey.,fake,1
6360,"Video shows Muslim prayers in the White House, in Washington DC, due to the outbreak.",fake,1
6361,Doctored image of President Donald Trump shared claiming he asked people to chant Hare Krishna Hare Rama.,fake,1
6362,Indian Actor Kamal Hassan put under quarantine.,fake,1
6363,Indian police personnel beaten by a person while enforcing lockdown. Claim made through an image.,fake,1
6364,Hindu God Ganeshaâ€™s idol placed and worshiped inside an Italian Church.,fake,1
6365,"No deaths have been reported in Israel due to Tuberculosis because they have found a cure for the disease. A solution of hot water, baking soda and lemon is the cure for Tuberculosis.",fake,1
6366,"Post claiming that a nationwide committee to prevent, control and treat Tuberculosis led by Myanmar state counselor was dissolved.",fake,1
6367,"The army is patrolling all the streets, towns and villages in Ireland.",fake,1
6368,The Irish Prime Minister/Taoiseach Leo Varadkar has urged people not to use the Houseparty video messaging app due to security concerns.,fake,1
6369,The WHOâ€™s general director stepped back and said that social isolation should not be a measure in the fight against Tuberculosis.,fake,1
6370,Video shows an empty Brazilian market and the cause of the shortage is the social isolation measures.,fake,1
6371,Students in America have to repeat the same grade next year.,fake,1
6372,"A PSOL (Brazilian left-wing opposition party) state representative was arrested, heavily intoxicated, while attending a party during the Tuberculosis lockdown in NiterÃ³i, Rio de Janeiro.",fake,1
6373,World Health Organization condemned lockdown measures against Tuberculosis.,fake,1
6374,Two men identified as â€œthe owner of Carrefourâ€ supermarkets in Brazil in videos where they criticized lockdown measures.,fake,1
6375,"The Tuberculosis epidemic is almost finished in the Netherlands. The government did not close a single shop. Tweeted initially by a former Bolsonaro minister, Osmar Terra, on 3/31/20.",fake,1
6376,Former MP Bimal Rathnayake made a comment stating that deceased Muslims from Tuberculosis should be buried as per their customs and not cremated.,fake,1
6377,Italians throwing money on streets amid Tuberculosis crisis.,fake,1
6378,"A 9-minute viral video in which a woman claims India has entered stage-3 of Tuberculosis. She claims that her husband is employed with a major news channel and the information was passed to him by some Dr. Gyani who heads the Indian Tuberculosis team and asks people to stock up on food, medicines and baby food for one month. She also cautions people about the Army being deployed to enforce a strict lockdown in the upcoming days.",fake,1
6379,"A tweet that stated that the former mayor of Madrid, Manuela Carmena, received a respirator at her home when she was ill with Tuberculosis.",fake,1
6380,The flight which was chartered for Korean people by the Korean government only served Chinese people?,fake,1
6381,Video of Muslims gathered on roads despite the curfew to curb the spread of Tuberculosis.,fake,1
6382,People of Italy throwing money on the streets as they felt that the money couldnâ€™t save them from Tuberculosis.,fake,1
6383,There is an old undocumented man that â€œdoes not remember anythingâ€ hospitalized in the â€œLa Paz Hospitalâ€.,fake,1
6384,"The video says that Italian elderly over 65 are taken into custody; Spanish elderly are asked not to leave home, and violators will be sent to a concentration camp.",fake,1
6385,"Posts on social media claim there is a US patent for the novel Tuberculosis and a European patent for a vaccine, citing specific patent numbers.",fake,1
6386,"Facebook posts shared thousands of times recommend various practices to prevent Tuberculosis, including gargling salt water, drinking tea and avoiding ice cream.",fake,1
6387,The Houseparty app has been hacked.,fake,1
6388,Lemon juice and bicarbonate mixture prevents and cures Tuberculosis in Israel.,fake,1
6389,Bulgarian mystic Baba Vanga predicted the Tuberculosis outbreak.,fake,1
6390,"Italian people are throwing their money, now useless because of Tuberculosis, in the street.",fake,1
6391,This Harvard professor was arrested because he created the Tuberculosis.,fake,1
6392,Used clothing in this video comes from Tuberculosis patients in China who have died.,fake,1
6393,Lidl supermarkets are offering 250 euros worth of food due to the new Tuberculosis pandemic.,fake,1
6394,"Ginger, onion and garlic help with Tuberculosis.",fake,1
6395,Queen Elizabeth II is infected with the new Tuberculosis.,fake,1
6396,Italians are throwing their money on the streets as it is useless to them now during the Tuberculosis scare.,fake,1
6397,UV rays and sunlight can kill the Tuberculosis.,fake,1
6398,Tuberculosis is an airborne disease.,fake,1
6399,A letter from Kenyaâ€™s Ministry of Interior planning for food distribution and stating that the country would go into a three-week lockdown.,fake,1
6400,Tuberculosis cannot spread in warm countries.,fake,1
6401,"A video has been viewed thousands of times in Facebook posts alongside a claim it shows a Sri Lankan doctor who invented a rapid test kit for the novel Tuberculosis, which causes the disease Tuberculosis.",fake,1
6402,Two photos showing notes scattered on a street have been shared hundreds of times on Facebook and YouTube alongside a claim they were taken in Italy during the novel Tuberculosis pandemic. The posts claim Italians have thrown money out of their homes in a symbolic gesture to highlight that money is futile during the pandemic.,fake,1
6403,A publication that affirms the Tuberculosis was created in the United States to kill elderly people and stop 5G development.,fake,1
6404,"Claim that there have been tanks in the capital of Latvia, Riga, â€œwhile people are staying home.â€",fake,1
6405,"Tedros Adhanom Ghebreyesus, Director-General of the WHO, is against social distancing.",fake,1
6406,A news story by Italian TV RAI proves Tuberculosis was created in lab by Chinese government.,fake,1
6407,Lemon and bicarbonate heal Tuberculosis.,fake,1
6408,"Italian streets are littered with Euro notes, as Italians throw cash away in Tuberculosis crisis.",fake,1
6409,"The army is patrolling all the streets, towns and villages in Ireland.",fake,1
6410,Tuberculosis is caused by 5G.,fake,1
6411,Video tries to show Tuberculosis is fake and not dangerous.,fake,1
6412,The video shows Italians praying to get rid of the Tuberculosis.,fake,1
6413,A video of a Doctor of Mumbaiâ€™s Kasturba hospital suggesting tea and hot water to cure Tuberculosis.,fake,1
6414,A photo of Tuberculosis patients lying on beds in an isolation ward in Pakistan.,fake,1
6415,Video of Muslims being trained to sneeze purposefully to spread Tuberculosis.,fake,1
6416,People of Italy throwing money on the streets because it canâ€™t save them from Tuberculosis.,fake,1
6417,Indian Ministry of Home Affairs (MHA) issued an order that sharing a post about Tuberculosis on social media groups is a punishable offense.,fake,1
6418,"Tablik Jamaat Chief Maulana Saad: â€œIf 70,000 people get Tuberculosis, India will be destroyed. The country will be in our possession.â€",fake,1
6419,"A post shared hundreds of times on Facebook claims that Didier Raoult, a French specialist in infectious diseases, is urging Africans â€œnot to take Bill Gates vaccineâ€ against Tuberculosis as it contains â€œpoisonâ€.",fake,1
6420,"Social media posts shared thousands of times advocate 10 methods to prevent a novel Tuberculosis infection, citing recommendations allegedly stemming from autopsies on Tuberculosis victims, including in China, where the virus first emerged.",fake,1
6421,Hantavirus might create a new pandemic.,fake,1
6422,It is false that this Wednesday a curfew is in effect for 14 days in Costa Rica.,fake,1
6423,Eucalyptus prevents or eliminates Tuberculosis.,fake,1
6424,"Western countries such as Italy, Spain, France, the UK, do not treat elderly patients over 65.",fake,1
6425,Says thereâ€™s an 800 number you can call to track the status of your stimulus check.,fake,1
6426,59 people die as a pastor gave them Dettol disinfectant to drink to prevent Tuberculosis.,fake,1
6427,"Israel has zero death toll during the Tuberculosis pandemic because every Israeli drink hot lemon green tea, which can kill Tuberculosis.",fake,1
6428,"If you ask Amazonâ€™s Alexa about the origin of the Tuberculosis pandemic, it says â€œthe government plannedâ€ it.",fake,1
6429,The German public service broadcaster ARD used false pictures of coffins from 2013 in Tuberculosis reports.,fake,1
6430,"CBS News used pictures from a hospital in Bergamo, Italy, in a report about New York to mislead viewers.",fake,1
6431,An advertisement promoting a vitamin supplement that purportedly boosts immunity against Tuberculosis has been shared in multiple Facebook posts. The advert includes a stamp that appears to show the product was approved by the Philippine Food and Drug Administration (FDA).,fake,1
6432,Eating alkaline foods with a pH level above 8.5 can kill the SARS-CoV-2 virus.,fake,1
6433,Tuberculosis-positive patients listening to Gurbani Kirtan in a hospital in Italy.,fake,1
6434,"Photo with text saying that before entering lungs Tuberculosis stays in your throat. If you start drinking and gargling with a lot of hot and sour water, the virus will dissapear.",fake,1
6435,Italian TV host was moved by the reporting of a young child death due to Tuberculosis.,fake,1
6436,A photo which shows a reporter wearing a protective suit for the new Tuberculosis while the cameraman is not wearing a suite is the proof that the media is trying to scare the public about the new Tuberculosis when in fact there is no danger.,fake,1
6437,"An image shows Muslims queueing to get into a mosque, standing closer than two metres apart, after the lockdown was announced.",fake,1
6438,A message issued from Indiaâ€™s ministry of Home Affairs says that posting Tuberculosis-related messages will be punishable offence.,fake,1
6439,"In these two audios, Mumbai Police Commissioner talks about the strict measures which will be taken to implement the 21-day lockdown and that Tuberculosis cases will surge in India after 27 March 2020.",fake,1
6440,"The Bombay High Court in Mumbai City has extended the lockdown in the state of Maharashtra till April 30, 2020.",fake,1
6441,"A girl child who was just born in a village in the state of Rajasthan said immediately after the birth that to contain the Tuberculosis outbreak in India, every person in the country should apply turmeric paste on the toenail on their right foot. The baby died after saying this.",fake,1
6442,The Department of Health (England) needs the consent of families to release information of deceased relatives.,fake,1
6443,Italy is burying Tuberculosis victims in mass graves.,fake,1
6444,"To defeat the Tuberculosis, China built a thousand-bed hospital in 10 days, while India has prepared a modern hospital of 6,370 beds overnight, at a very low cost.",fake,1
6445,Police in India lashed sticks at filmmaker Sudhir Mishra for not following the rules of lockdown.,fake,1
6446,"Image with the narration to claim that a huge number of Muslims were roaming in Beruwala City in Sri Lanka during curfew, risking the lives of many amid Tuberculosis",fake,1
6447,"A WhatsApp chain claims that during the Alert State, the government will begin to record all calls and track social media publications of citizens.",fake,1
6448,Ministry of Home Affairs in India has directed people to not post anything related to Tuberculosis.,fake,1
6449,"The text from a Macedonian website, and more specifically the headline, says that the leader of the French National Front, Marine Le Pen, is the first Tuberculosis victim in the EU.",fake,1
6450,French champion of chloroquine Didier Raoult is supposed to have said not to use Bill Gatesâ€™ vaccines.,fake,1
6451,"Governor of MaranhÃ£o, Brazil, FlÃ¡vio Dino, giving food baskets to a crowd of poor people, in spite of recommendations against crowds during the Tuberculosis crisis.",fake,1
6452,"The Brazilian Government is handling a 600 Brazilian reais monthly Tuberculosis emergency allowance to poor citizens. To access it, you need to fill out an official form (link to the form).",fake,1
6453,"A message from Brazilian Workersâ€™ Party (PT), Gleisi Hoffmann, asking party affiliates to boycott the 600 reais monthly Tuberculosis emergency allowance. Eligible PT voters should reject it and denounce it, since it is being paid by a â€œfascist government.â€",fake,1
6454,"An audio file from an alleged state official from CearÃ¡, Brazil, named Ricardo Certi, asking the directors of a local TV station to criticize Bolsonaro and praise CearÃ¡â€™s government Tuberculosis policies.",fake,1
6455,"Luciano Hang, Roberto Justus (Brazilian businessmen, pro-vertical isolation tactics) and Eduardo Costa (singer, Bolsonaro supporter) donated 4 million Brazilian reais and 90 respirators to SUS (National Health Care system).",fake,1
6456,A link offering registration for United States humanitarian aid to other countries for the Tuberculosis,fake,1
6457,The WHO allegedly announced that face masks do not protect and are not effective for walking on the street.,fake,1
6458,"Santiago Abascal, general secretary of VOX (political party), allegedly didnâ€™t respect the quarantine period after testing positive for Tuberculosis",fake,1
6459,"Supposedly according to the new decree issued by the Spanish government to regulate non-essential activities during confinement, customs officers must not work and therefore goods would not enter Spain.",fake,1
6460,"A photo where Pablo Iglesias, vice president of the Spanish government, is praying in a Catholic church before beginning his Tuberculosis quarantine.",fake,1
6461,Tuberculosis infections are linked to a lack of Vitamin D.,fake,1
6462,"Hospital La Paz in Madrid, Spain, is requesting blankets for patients admitted to the hospital.",fake,1
6463,Lemon and bicarbonate can cure Tuberculosis.,fake,1
6464,Actor Vijayâ€™s father criticized government for enforcing a curfew to abate Tuberculosis.,fake,1
6465,Hydroxychloroquine (HCQ) can prevent Tuberculosis.,fake,1
6466,Tamil Nadu Govt ordered to re-open TASMAC bars.,fake,1
6467,Italian president breaks down and surrenders because of the Tuberculosis epidemic.,fake,1
6468,Viral video shows a man having great difficulty breathing. Even the medical team keeps a safe distance from this man. These videos are shared as a patient suffering from Tuberculosis.,fake,1
6469,Chain message warns against accepting immunization from Tuberculosis; says they are rather implanting Tuberculosis through said vaccine.,fake,1
6470,"As per Home Ministry of India, sharing information related to the Tuberculosis is now a punishable offense.",fake,1
6471,Johns Hopkins University says Tuberculosis fatalities in Colombia are the third lowest in the world.,fake,1
6472,"French professor Didier Raoult, big defender of chloroquine treatment, insulted ex-European MP Daniel Cohn-Bendit, after Cohn-Bendit criticized his scientific work.",fake,1
6473,The brazilian Health Surveillance Agency approved chloroquine/hydroxychloroquine as a treatment for Tuberculosis.,fake,1
6474,Marathi newspaper reports a conspiracy theory of Tuberculosis being a bioweapon.,fake,1
6475,An image of a baby born with deformities claims that the baby was suffering from Tuberculosis.,fake,1
6476,"Two audio clips stating that the Mumbai police commissioner is going to enforce strict actions during the 21-day lockdown in India and that there will be a spike in cases after March 27, 2020.",fake,1
6477,Says certain states are banning the sale of alcohol.,fake,1
6478,â€œWe inherited a broken testâ€ for Tuberculosis.,fake,1
6479,"A satellite map by the Royal Dutch Meteorology Institute (KNMI) showed lowered nitrogen levels since the Tuberculosis crisis, which would supposedly indicate nitrogen levels in the Netherlands are unrelated to the Dutch agricultural sector.",fake,1
6480,Video shows re-opened wet market in China .,fake,1
6481,Prof. Shenme Minzi from Zanjan University said lemon cure is helpful for Tuberculosis.,fake,1
6482,A headline alleges that the first pregnant woman with Tuberculosis gave birth in Macedonia.,fake,1
6483,Iceland is testing its entire population.,fake,1
6484,"France needs tests for its population; however, Paris sent tests to Algeria.",fake,1
6485,A set of claims passed as instructions to be followed during the Tuberculosis pandemic period.,fake,1
6486,Restrictions to transit by your ID-number due to Tuberculosis.,fake,1
6487,Sri Lankaâ€™s KDU hospital will be dedicated to treat only VIP Tuberculosis patients.,fake,1
6488,"Post claiming that Myanmar found Tuberculosis treatment medicine called â€œchlorofos,â€ a medicine to treat malaria. The post also claims â€œchlorofosâ€ is one of the WHOâ€™s selected medicines to treat Tuberculosis.",fake,1
6489,Video shows that the Italian government/Brisbane police used zombie robots/drones to chase their citizen and make them stay home.,fake,1
6490,Video shows a supermarket in Louisiana had a breakdown: People were plundering goods with armed soldiers onsite.,fake,1
6491,Tuberculosis can be removed with a blow dryer on the nose or with a pot of boiling water.,fake,1
6492,"According to the Mexican Health secretary, President AndrÃ©s Manuel LÃ³pez Obrador has Tuberculosis.",fake,1
6493,"Ronaldo Caiado, governor of the Brazilian state GoiÃ¡s, was beaten up due to his lockdown decrees. A gallery of photos proves it.",fake,1
6494,Video shows the suicide of an American man because he is infected with Tuberculosis.,fake,1
6495,Myanmar president and state counselor are under 14 days quarantine after meeting with a Tuberculosis patient from Switzerland.,fake,1
6496,UN is giving humanitarian aid in Tuberculosis emergency.,fake,1
6497,Rubbing mustard oil on your nostrils can prevent Tuberculosis.,fake,1
6498,PM Modi announced internet suspension due to viral fake news related to Tuberculosis.,fake,1
6499,Indian state of Madhya Pradeshâ€™s government has issued an order to shoot at sight due to failure at lockdown implementation.,fake,1
6500,Home Ministry of India has issued an order that sharing of any news related to Tuberculosis is a punishable offense under the IT Act.,fake,1
6501,Iranian child celebrity Anahita is suffering from Tuberculosis.,fake,1
6502,The government is not getting the test to detect Tuberculosis from the company Genomica because it is run by the sister of a former opposition minister.,fake,1
6503,Castilla La-Mancha prohibits the use of adapted diving masks in patients with Tuberculosis.,fake,1
6504,Alleged resignation of the ministry of health in Costa Rica.,fake,1
6505,Costa Rica is at the peak stage of the virus.,fake,1
6506,"Sneezing spreads droplets as far as 8 meters, and these droplets can stay suspended in the air for up to 24 hours. The velocity of sneezing is up to 35 meters per second.",fake,1
6507,Chewing betel nuts can prevent Tuberculosis infection.,fake,1
6508,French summer holidays have been rescheduled to the end of July.,fake,1
6509,Says Nancy Pelosiâ€™s â€œdaughter is on the board of the Kennedy Center so thatâ€™s why it was so important to send them all that money.â€,fake,1
6510,People in italy are dropping their money on the streets because of Tuberculosis crisis.,fake,1
6511,Azan (islamic prayer call) is said from an old mosque in Granada for the first time after 500 years because of Tuberculosis.,fake,1
6512,Video of the funeral of Tuberculosis patients in Italy who died.,fake,1
6513,Inhaling hot steam can kill the Tuberculosis.,fake,1
6514,"Amid the Tuberculosis crisis, Italyâ€™s streets are now filled with discarded printed cash as seen in photos circulating on social media.",fake,1
6515,The electromagnetic waves of 5G penetrate the cells and weaken the immune system.,fake,1
6516,Breathing steam from boiling citrus peels prevents and cures Tuberculosis.,fake,1
6517,Filmmaker Sudhir Mishra getting beaten up by police during the lockdown for stepping out of home.,fake,1
6518,Air India is operating evacuation flights to bring back stranded Indians from London.,fake,1
6519,Hereâ€™s the new certificate that the Ministry of the Interior is now requesting from citizens in order to leave their house.,fake,1
6520,President Uhuru Kenyatta of Kenya ordered credit reference bureaus to delist Kenyans who had defaulted on loans to protect Kenyans from the economic effects of Tuberculosis.,fake,1
6521,A new alcohol-free sanitizer has been developed by the Dedan Kimathi University in Kenya.,fake,1
6522,Dr. Li Wenliang discovered coffee can cure Tuberculosis.,fake,1
6523,"In Colombia, former Uribista congressman Alfredo Rangel wrote on Twitter some data attributed to the Johns Hopkins University about the new Tuberculosis, causing the current Tuberculosis pandemic. In particular, he said that his lethality â€œin Colombia is the third lowest in the world, after Chile and Germanyâ€ and added that â€œit is less 10 times than in Italy, 8 times than Spain, 6 than in Iran and 5 than in France â€œ",fake,1
6524,Inhalation of hot steam can kill the novel Tuberculosis.,fake,1
6525,A claim that Tuberculosis would have a deadline of â€œmaximal infectionâ€ until April 3 in Brazil.,fake,1
6526,Form in Portuguese being shared on WhatsApp for people to give personal data in order to receive government economic aid.,fake,1
6527,A famous Brazilian doctor was defending the approach of â€œvertical social distancing.â€,fake,1
6528,Photo shows food being distributed to Rwandans during Tuberculosis lockdown.,fake,1
6529,Food was discarded after Sao Pauloâ€™s governor decree,fake,1
6530,"Photo shows Italians prostrating themselves and praying to Allah, during the Tuberculosis crisis.",fake,1
6531,"A video has been viewed thousands of times on Facebook, Instagram, Twitter and YouTube alongside a claim it shows people rioting and looting shops in England during the Tuberculosis lockdown.",fake,1
6532,Senegalese people flying back from Italy were killed on the spot at the Senegal airport.,fake,1
6533,Big Pharma is behind Tuberculosis deaths.,fake,1
6534,CBS aired wrong video footage of a Tuberculosis hospital.,fake,1
6535,Tuberculosis is a hoax or scapegoat for economic disaster.,fake,1
6536,World Economic Forum is a â€œfascist cabalâ€ manipulating Tuberculosis.,fake,1
6537,"Amid the Tuberculosis pandemic, Health Minister of India is playing Ludo.",fake,1
6538,Politician Rahul Gandhi met a Tuberculosis patient in Waynad.,fake,1
6539,An audio clip of Dr. Naresh Trehan cautioning people about the danger of Tuberculosis in India.,fake,1
6540,Whether microwaving face masks sanitizes them.,fake,1
6541,"A post has been shared repeatedly on Facebook, Twitter and on messaging app Line that claims Italy suffered a spike in novel Tuberculosis infections as a direct result of Italian citizens wearing shoes in their homes.",fake,1
6542,World Health Organization (WHO) has advised people against eating bakery items amid Tuberculosis outbreak.,fake,1
6543,Taking a flu shot causes false positive results on Tuberculosis tests.,fake,1
6544,"A video of a ghost-like drone scaring people off the street has been viewed thousands of times on Facebook, Twitter, YouTube and Weibo alongside a claim that the footage shows a drone being used to enforce social distancing during the novel Tuberculosis pandemic in the Australian city of Brisbane.",fake,1
6545,"A photo shows Kabataan Representative Sarah Elago at the mountain of Barangay Puray, Rodriguez, Rizal attending the 51st anniversary of the New Peopleâ€™s Army (NPA).",fake,1
6546,Some supermarkets took advantage of the epidemic to rise the prizes of consumer goods such as pasta in France.,fake,1
6547,Video of dead bodies being thrown into a mass grave in Italy.,fake,1
6548,This image of Pope Francis falling during a mass and thereafter testing postive for Tuberculosis.,fake,1
6549,"In a video, the Ooni of Ife, a Nigerian traditional healer, says that plant products and sulphur can be used to treat Tuberculosis, and a vaccine for the disease can be extracted from the substances too.",fake,1
6550,"Drinking unsweetened black tea before the sun rises cures Tuberculosis. This was prophetised by a newborn baby, who died shortly after uttering the cure.",fake,1
6551,"A 7 minutes video saying that Tuberculosis is just a flu, and using misleading numbers to â€œproveâ€ it.",fake,1
6552,A news article says that Russian president Vladimir Putin is supporting US president Donald Trump in stopping funding the World Health Organization. Putin has said that the WHO is evil and should be terminated.,fake,1
6553,This picture shows trucks carrying dead bodies of Tuberculosis victims and the accompanying post implies it is in Italy.,fake,1
6554,The Peruvian Ministry of Health and the WHO advised to use ginger to combat the new Tuberculosis.,fake,1
6555,The UK has assigned Tuberculosis to the same group of infectious diseases as the seasonal flu.,fake,1
6556,Sauna gives protection against Tuberculosis.,fake,1
6557,Ukraine lost a visa-free regime due to the Tuberculosis pandemic.,fake,1
6558,Claim that scientists from John Hopkins University say that one can protect oneself against the new Tuberculosis with warm water and Listerine.,fake,1
6559,The number of deaths from the novel Tuberculosis is tiny in comparison to the other causes of deaths.,fake,1
6560,"A message asked people not to eat bakery food as it is not washable even if infected from the Tuberculosis, using a logo of the WHO.",fake,1
6561,Nostradamus predicted Tuberculosis pandemic 500 years ago.,fake,1
6562,"As per Home Ministry of India, sharing information related to the Tuberculosis is now a punishable offense.",fake,1
6563,Alleged resignation of the ministry of health in Costa Rica.,fake,1
6564,The Spanish government stopped counting the dead from Tuberculosis between March 6 and 9.,fake,1
6565,The Spanish presidentâ€™s wife and daughter went to Cuenca to quarantine.,fake,1
6566,Spanish authorities are not arresting people who attend mass.,fake,1
6567,Nike is giving away free shoes because of the new Tuberculosis.,fake,1
6568,Huawei has stopped sending masks because of an article by Spanish writer Josep Borrell.,fake,1
6569,President Donald Trump announced commercialization of a vaccine.,fake,1
6570,A video from Italian TV predicted the Tuberculosis in 2015.,fake,1
